index,handover_count,joint_limit_count,joint_margin_q1_mean,joint_margin_q1_std,joint_margin_q2_mean,joint_margin_q2_std,joint_margin_q3_mean,joint_margin_q3_std,joint_margin_q4_mean,joint_margin_q4_std,joint_margin_q5_mean,joint_margin_q5_std,joint_margin_q6_mean,joint_margin_q6_std
0,3,1,0.6112560836697902,0.021835698319090695,0.9919456475739528,0.006194116833438766,0.3876016652585072,0.16822520715452446,0.7730888146938013,0.21978933282096216,0.8252776896153365,0.12107323023406232,0.8706226378773627,0.11852436252063304
1,5,0,0.6150679904544191,0.02615956871684182,0.9889878969192017,0.008690302818321878,0.42646988789303686,0.09465136317228355,0.8800446117236495,0.1533167454314373,0.9070712609344186,0.10308862133026263,0.8613954073610824,0.11626426983285724
2,5,3,0.6559898884525821,0.019266150597105732,0.990394998068486,0.005707565282658847,0.28445000622753946,0.11548129176401187,0.8678754370604209,0.13531689846097555,0.9355271390701413,0.06853065510915213,0.7831077172364763,0.16890766662755166
3,3,4,0.6599271555716861,0.028507708823898057,0.9869925940155896,0.00812276266879467,0.3249742782390139,0.18637175208045065,0.825944106949369,0.20075551378427858,0.9288904716942521,0.06909794970320374,0.8007809798789558,0.1754990928277266
4,4,3,0.6578604456048656,0.015064426625173006,0.9834621524698448,0.013823793262066116,0.3126008345990187,0.15294922518595186,0.9010054693734453,0.050460846810759144,0.9440314951023258,0.05882826848760162,0.9251509529676916,0.0800002866038881
5,5,3,0.6462952424604609,0.01883319148398435,0.9838715055042969,0.011129955411779293,0.32879377795661063,0.15615041426709347,0.9081936719877676,0.11997620052445017,0.9181413148260141,0.11095867125017833,0.9251597717611341,0.11421517410874207
6,6,4,0.6362142646956503,0.037930692574504814,0.9709734901537701,0.014492385327573274,0.3813311062839672,0.2095595284870393,0.913200000949528,0.07528087430674182,0.9372793931476583,0.0730684128224653,0.9096301254531342,0.10019694974777534
7,2,0,0.6706474280291007,0.05235663587613297,0.987325756185326,0.009392858995218812,0.3748089745304298,0.07957333484101103,0.8432872438691169,0.11802779596403458,0.8885569192737514,0.11294307804115193,0.8767371552950118,0.13605609062372398
8,3,2,0.6567083490161716,0.016389049842556805,0.9918754875125859,0.004975858777311381,0.27993138361291764,0.11304846683829059,0.880268329252207,0.09705812307009125,0.8160800848972578,0.16445390172848356,0.9356366224003254,0.09372275284636192
9,0,1,0.6676216541684974,0.0024285145866056457,0.9871969773926703,0.0018212991106312804,0.28229672289889307,0.14048657915881446,0.909149552660111,0.04975325998011726,0.8560451526148043,0.05436280797219534,0.8964164816742503,0.08276484458448874
10,2,3,0.6564908336662656,0.019488138356908477,0.9835877688169168,0.012404779459634635,0.2903342244183698,0.16006250706764244,0.8403812290034693,0.1718959800436947,0.941652183043022,0.056701751676466135,0.8032114419199367,0.16806624706455292
11,0,0,0.6855121360199529,0.008610796104495777,0.9848307973544346,0.0020357719637066896,0.341908873373004,0.13093498582527152,0.8374114111436874,0.017035936539224916,0.9027335243728629,0.04995116019974494,0.77281105988357,0.09018735074542339
12,0,1,0.6748688714406148,0.0287309927482442,0.9717399445769652,0.0056662142835748885,0.22418120381852324,0.21543434057514022,0.8686592436459195,0.07185546065941045,0.9922258936826268,0.006260259087845443,0.741551068127396,0.058357885533922293
13,0,1,0.6724453708082317,0.02138006637862888,0.9833016719057907,7.840494322031155e-05,0.2841034446833188,0.18092387645737268,0.89268856125461,0.03639389053998365,0.8256703789479853,0.11878029012248675,0.8627536346716838,0.04665825918828892
14,3,3,0.6407907756083312,0.02465057122066088,0.9783594649398831,0.016321154215961413,0.3902315186563637,0.19342227659227698,0.8786137588978554,0.10508348016929402,0.8270253575938877,0.20741457080956163,0.9482679925287363,0.09786766497676168
15,3,3,0.6804401563155809,0.04035809499998266,0.9894981245965432,0.007298723408625912,0.3436434400287615,0.2183222839972831,0.9388021695746027,0.04725212085741146,0.8155941458278656,0.18088161478936493,0.8039810519551801,0.26003629228135117
16,3,4,0.652372789863052,0.024070882558256474,0.9905570665548992,0.007618476105564187,0.31320280138341466,0.18305246093836752,0.9372570006912532,0.055187737307153616,0.9297212979169812,0.062355586018161345,0.8856896315788615,0.1253816317905622
17,1,1,0.6650432429087441,0.02675496626925859,0.9846401962280554,0.014165746350354997,0.3595039105490613,0.1339907490671496,0.9133540067958734,0.07215478838958762,0.9347486943662446,0.059198998563998635,0.7962430945700834,0.15710290013284764
18,4,2,0.6556272525218986,0.03489922695882137,0.9922178942046802,0.006347504934410274,0.3067237779699722,0.20362272096479,0.9546406798407053,0.052494453198881956,0.9238676076125127,0.10027882582021234,0.809547734676188,0.1789842999959487
19,2,2,0.65804087235941,0.004075322222147654,0.9895972237891847,0.005969142519469811,0.32214342952309877,0.16177680654671064,0.8906589743533694,0.0912682536344661,0.8305845410546312,0.1249328135436986,0.821318068242575,0.2865903791120947
overall,2.70 ± 1.79,2.05 ± 1.32,0.6560,0.0187,0.9856,0.0059,0.3280,0.0474,0.8827,0.0425,0.8940,0.0527,0.8515,0.0596
